ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0042744	hydrogen peroxide catabolic process	5/305	25/18860	0.2	12.3672131147541	7.291551792362474	4.360103641989077e-5	0.001717563050111579	0.0012376795303206476	3043/2878/847/7837/2876	5
GO:0045860	positive regulation of protein kinase activity	10/305	128/18860	0.078125	4.83094262295082	5.575673421718559	4.4550473613586756e-5	0.001717563050111579	0.0012376795303206476	3952/9370/23531/284/9270/2146/23328/3479/4057/2247	10
GO:0051224	negative regulation of protein transport	10/305	128/18860	0.078125	4.83094262295082	5.575673421718559	4.4550473613586756e-5	0.001717563050111579	0.0012376795303206476	9370/948/284/3418/2308/3156/5781/2770/11142/80223	10
GO:0071453	cellular response to oxygen levels	12/305	183/18860	0.06557377049180328	4.054823972050524	5.3239865057197555	4.482788188084615e-5	0.001717563050111579	0.0012376795303206476	5468/6285/28984/857/2034/360/2308/9550/10449/28996/2353/761	12
GO:1904377	positive regulation of protein localization to cell periphery	8/305	80/18860	0.1	6.18360655737705	5.95673117096813	4.507707784202574e-5	0.001717563050111579	0.0012376795303206476	10580/948/6711/2037/10551/5584/1956/2770	8
GO:0034762	regulation of transmembrane transport	20/305	450/18860	0.044444444444444446	2.7482695810564666	4.812453368938678	4.781605948038261e-5	0.0018050562453844436	0.001300727310036529	10580/2273/3952/9370/274/857/7881/481/2180/3790/5349/55022/1756/288/23433/477/5584/3479/2171/5781	20
GO:0031032	actomyosin structure organization	13/305	215/18860	0.06046511627906977	3.7389248951582155	5.1784159323665975	5.048248373405617e-5	0.0018882301484747432	0.0013606625987614752	3880/4070/8736/10580/28984/10979/2037/9270/10395/1901/11346/10398/22998	13
GO:0034308	primary alcohol metabolic process	9/305	105/18860	0.08571428571428572	5.300234192037471	5.665092349511102	5.193181977721661e-5	0.0019247820839246555	0.0013870019999828857	5950/125/1645/8644/54884/3479/217/1910/216	9
GO:0071248	cellular response to metal ion	12/305	186/18860	0.06451612903225806	3.989423585404548	5.252959132828665	5.251382690878674e-5	0.0019288186694335452	0.0013899107719528097	999/7018/2167/8644/2354/7020/4501/288/3725/5176/1050/2353	12
GO:0051223	regulation of protein transport	20/305	458/18860	0.043668122270742356	2.7002648722170517	4.722756764190199	6.101275709076738e-5	0.0022209733094558804	0.001600438017296351	5950/8736/5468/3952/999/9370/948/27346/6659/284/3418/2308/3479/3156/983/5781/2770/11142/80223/18	20
GO:0014823	response to activity	8/305	84/18860	0.09523809523809523	5.889149102263856	5.757714910671046	6.411358517949097e-5	0.002293068570372514	0.0016523900132733526	5950/3952/9370/5919/847/983/2335/2353	8
GO:0051347	positive regulation of transferase activity	11/305	161/18860	0.06832298136645963	4.224824355971897	5.268519393430957	6.411817930401437e-5	0.002293068570372514	0.0016523900132733526	3952/9370/23531/284/9270/2146/23328/3479/5111/4057/2247	11
GO:0035296	regulation of tube diameter	11/305	162/18860	0.06790123456790123	4.198745193280713	5.242257460368454	6.781593104160282e-5	0.0023834961280742644	0.001717552300699759	3952/3043/857/79987/9270/477/5781/1910/3672/10365/2876	11
GO:0097746	blood vessel diameter maintenance	11/305	162/18860	0.06790123456790123	4.198745193280713	5.242257460368454	6.781593104160282e-5	0.0023834961280742644	0.001717552300699759	3952/3043/857/79987/9270/477/5781/1910/3672/10365/2876	11
GO:0010562	positive regulation of phosphorus metabolic process	16/305	320/18860	0.05	3.091803278688525	4.8386001461224835	7.060622704444558e-5	0.0024358372442841838	0.0017552694186378417	3952/2819/9370/5919/23531/284/9270/2146/55022/23328/3479/1464/4057/2247/1956/22998	16
GO:0045937	positive regulation of phosphate metabolic process	16/305	320/18860	0.05	3.091803278688525	4.8386001461224835	7.060622704444558e-5	0.0024358372442841838	0.0017552694186378417	3952/2819/9370/5919/23531/284/9270/2146/55022/23328/3479/1464/4057/2247/1956/22998	16
GO:0042327	positive regulation of phosphorylation	14/305	254/18860	0.05511811023622047	3.408287078869239	4.954243818251555	7.141113170487521e-5	0.0024358372442841838	0.0017552694186378417	3952/9370/5919/23531/284/9270/2146/23328/3479/1464/4057/2247/1956/22998	14
GO:0035150	regulation of tube size	11/305	163/18860	0.06748466257668712	4.1729860203158	5.2162063974209305	7.169498879423645e-5	0.0024358372442841838	0.0017552694186378417	3952/3043/857/79987/9270/477/5781/1910/3672/10365/2876	11
GO:0071695	anatomical structure maturation	15/305	287/18860	0.05226480836236934	3.2318501170960188	4.884765450057717	7.236181981299139e-5	0.002438174705599718	0.0017569537981562326	5468/3952/2625/1028/2591/2034/3479/1901/1003/1050/4057/1910/6790/8434/10365	15
GO:0030336	negative regulation of cell migration	18/305	391/18860	0.04603580562659847	2.8466730954676955	4.73080972113061	7.31951102460083e-5	0.002446036594040786	0.001762619091428897	4070/5468/999/9370/28984/7049/4223/9270/10395/3418/9314/5176/2247/7122/1843/22998/8434/1634	18
GO:0031099	regeneration	12/305	194/18860	0.061855670103092786	3.82491127260436	5.070593746242769	7.882094228633776e-5	0.002602226811089154	0.0018751700888810993	7049/2146/928/3725/3479/9314/5111/1050/6790/4192/761/2876	12
GO:0033674	positive regulation of kinase activity	10/305	137/18860	0.072992700729927	4.513581428742372	5.291774856735865	7.926933022715788e-5	0.002602226811089154	0.0018751700888810993	3952/9370/23531/284/9270/2146/23328/3479/4057/2247	10
GO:0014706	striated muscle tissue development	19/305	430/18860	0.044186046511627906	2.7322912695386963	4.658769755443478	7.978375064658923e-5	0.002602226811089154	0.0018751700888810993	5950/8736/6285/857/858/1525/7049/4223/1756/9456/1301/4487/3479/1901/6445/2247/983/2353/2876	19
GO:0051051	negative regulation of transport	20/305	468/18860	0.042735042735042736	2.642566904861987	4.613285009515808	8.200871220925975e-5	0.002645743032527956	0.001906527969168642	3952/9370/274/857/948/7881/5733/284/55022/288/477/3418/2308/2171/3156/5781/2770/11142/80223/18	20
GO:0001523	retinoid metabolic process	8/305	87/18860	0.09195402298850575	5.686074995289241	5.616694356459465	8.241583643145706e-5	0.002645743032527956	0.001906527969168642	5950/4023/125/1645/8644/5919/54884/216	8
GO:0015909	long-chain fatty acid transport	7/305	65/18860	0.1076923076923077	6.659268600252207	5.85968932549318	8.423058461560392e-5	0.0026620782440140867	0.0019182991567698942	5468/2167/948/2180/2171/5321/65084	7
GO:0045428	regulation of nitric oxide biosynthetic process	7/305	65/18860	0.1076923076923077	6.659268600252207	5.85968932549318	8.423058461560392e-5	0.0026620782440140867	0.0019182991567698942	3043/857/948/1191/3479/9314/10365	7
GO:0006641	triglyceride metabolic process	9/305	112/18860	0.08035714285714286	4.968969555035129	5.401172863988304	8.604839701815385e-5	0.0026986101126385636	0.0019446240977948777	63924/4023/5105/857/2180/847/13/5781/2876	9
GO:0007584	response to nutrient	11/305	167/18860	0.0658682634730539	4.073034259350153	5.114049238519942	8.917245729423834e-5	0.0027648067588362003	0.001992325539654244	32/5468/3952/4023/9370/8644/2180/847/360/1050/2876	11
GO:0006639	acylglycerol metabolic process	10/305	139/18860	0.07194244604316546	4.448637811062626	5.232018062047108	8.951545061721326e-5	0.0027648067588362003	0.001992325539654244	63924/4023/5105/857/2180/847/5321/13/5781/2876	10
GO:0010828	positive regulation of D-glucose transmembrane transport	6/305	46/18860	0.13043478260869565	8.065573770491802	6.15126662392029	9.255785125955528e-5	0.0028372808991368936	0.0020445505569087357	10580/9370/23433/5584/3479/5781	6
GO:0015850	organic hydroxy compound transport	15/305	294/18860	0.05102040816326531	3.154901304784209	4.774420287316847	9.473798891573058e-5	0.002870383910213589	0.0020684046560050934	5950/32/5468/9370/1645/10351/23673/857/948/27346/1191/360/4602/5781/18	15
GO:0006638	neutral lipid metabolic process	10/305	140/18860	0.07142857142857142	4.416861826697892	5.202562222843895	9.504582484150958e-5	0.002870383910213589	0.0020684046560050934	63924/4023/5105/857/2180/847/5321/13/5781/2876	10
GO:0072659	protein localization to plasma membrane	15/305	295/18860	0.05084745762711865	3.1442067240900253	4.758926040558131	9.838312895225447e-5	0.002949323652487805	0.002125288799580048	10580/999/3875/9370/948/481/9053/6711/9270/55022/10551/288/23433/5584/1956	15
GO:2000351	regulation of endothelial cell apoptotic process	7/305	67/18860	0.1044776119402985	6.460484462931245	5.740494309578155	1.0235899436744801e-4	0.0030461140148619384	0.0021950361373764683	51129/2625/28984/8644/284/5584/1003	7
GO:0070293	renal absorption	6/305	47/18860	0.1276595744680851	7.893965817928147	6.066913424219875	1.0467544701368792e-4	0.0030507368370583884	0.0021983673527309717	9370/3043/8644/360/1910/10916	6
GO:0072537	fibroblast activation	4/305	16/18860	0.25	15.459016393442623	7.418070632963704	1.046812610940392e-4	0.0030507368370583884	0.0021983673527309717	3952/28984/9590/4602	4
GO:0070371	ERK1 and ERK2 cascade	16/305	331/18860	0.04833836858006042	2.9890545292457036	4.680728661742165	1.0475917517492627e-4	0.0030507368370583884	0.0021983673527309717	9370/948/9590/10979/284/9270/3725/3479/9314/2247/3156/983/1956/2335/5781/1843	16
GO:0016101	diterpenoid metabolic process	8/305	91/18860	0.08791208791208792	5.436137632858944	5.438559840368779	1.1336962340743869e-4	0.003253544876437866	0.0023445112505681635	5950/4023/125/1645/8644/5919/54884/216	8
GO:0051592	response to calcium ion	10/305	143/18860	0.06993006993006994	4.324200389774161	5.115827183133503	1.1340572880064677e-4	0.003253544876437866	0.0023445112505681635	857/8644/2354/9456/3725/360/1843/2353/10628/3184	10
GO:0001818	negative regulation of cytokine production	18/305	405/18860	0.044444444444444446	2.7482695810564666	4.559924569204571	1.1411746807226265e-4	0.003253544876437866	0.0023445112505681635	100133941/2625/9370/28984/9444/7072/284/1149/2146/55353/81031/3479/9314/4057/2335/5781/11213/10365	18
GO:0090257	regulation of muscle system process	14/305	266/18860	0.05263157894736842	3.2545297670405517	4.747764287255274	1.1659413236477839e-4	0.003301071372577788	0.0023787589432024596	32/5468/274/857/481/1756/477/4883/2308/3479/9314/2770/10398/18	14
GO:0080164	regulation of nitric oxide metabolic process	7/305	69/18860	0.10144927536231885	6.273224043715848	5.62606302925523	1.23540227797095e-4	0.003473610405025905	0.0025030909312645524	3043/857/948/1191/3479/9314/10365	7
GO:0001889	liver development	10/305	145/18860	0.06896551724137931	4.26455624646693	5.059318397040541	1.272430392261906e-4	0.0035532182940080756	0.002560456542756294	5105/7049/2146/3725/5111/1050/6790/4192/3184/761	10
GO:0007517	muscle organ development	17/305	373/18860	0.045576407506702415	2.818265723201336	4.547338853096272	1.3064823084884845e-4	0.0036234886882364294	0.002611093535976627	8736/2273/3679/6285/857/858/7049/4223/1756/9456/1301/4487/3479/1901/6445/2353/2876	17
GO:0070372	regulation of ERK1 and ERK2 cascade	15/305	303/18860	0.04950495049504951	3.0611913650381433	4.637292769298311	1.3222652170946395e-4	0.003630688308419486	0.002616281597355844	9370/948/9590/10979/284/9270/3725/3479/9314/2247/3156/1956/2335/5781/1843	15
GO:0003012	muscle system process	20/305	485/18860	0.041237113402061855	2.549940848402907	4.433544686735641	1.3268887857603715e-4	0.003630688308419486	0.002616281597355844	32/5468/3952/274/857/481/5733/2146/1756/9456/477/4883/2308/3479/9314/1910/2770/10398/18/761	20
GO:0170043	non-proteinogenic amino acid biosynthetic process	4/305	17/18860	0.23529411764705882	14.549662487946	7.165668033949992	1.3515328800510018e-4	0.0036521841348108085	0.0026317715348636037	81539/6507/216/18	4
GO:0072330	monocarboxylic acid biosynthetic process	13/305	237/18860	0.05485232067510549	3.39185169813931	4.750752117199496	1.3526607906706698e-4	0.0036521841348108085	0.0026317715348636037	51129/32/4023/54988/8644/9444/33/2180/2171/10797/5321/2879/65084	13
GO:0009636	response to toxic substance	14/305	270/18860	0.05185185185185185	3.2063145112325437	4.681536127499025	1.36365608606432e-4	0.003657648594002784	0.002635709235599388	999/3043/2878/948/4501/847/7837/217/983/2879/2353/1665/216/2876	14
GO:0006006	glucose metabolic process	12/305	206/18860	0.05825242718446602	3.6021009072099317	4.814492657114062	1.3926965748306934e-4	0.0036870285296004787	0.002656880478709819	5950/32/10580/3952/2819/9370/5105/5209/2308/3479/2171/7033	12
GO:0055001	muscle cell development	12/305	206/18860	0.05825242718446602	3.6021009072099317	4.814492657114062	1.3926965748306934e-4	0.0036870285296004787	0.002656880478709819	3880/8736/6382/274/858/1525/1756/9456/3479/983/10398/2876	12
GO:1990748	cellular detoxification	9/305	120/18860	0.075	4.637704918032787	5.125214752495872	1.4634163628303117e-4	0.0038274415733072346	0.002758062412016186	3043/2878/948/847/7837/217/2879/216/2876	9
GO:0010594	regulation of endothelial cell migration	13/305	239/18860	0.05439330543933055	3.363468001920571	4.714394787881529	1.470323136878851e-4	0.0038274415733072346	0.002758062412016186	5468/2625/28984/7049/4223/284/9270/23328/8613/9314/5176/2247/1634	13
GO:0070301	cellular response to hydrogen peroxide	7/305	71/18860	0.09859154929577464	6.096513507273146	5.516063934848048	1.4814786395624013e-4	0.0038274415733072346	0.002758062412016186	2146/847/9314/5111/983/4602/10365	7
GO:0010720	positive regulation of cell development	19/305	451/18860	0.04212860310421286	2.6050670640834577	4.423287069265336	1.4832861628220334e-4	0.0038274415733072346	0.002758062412016186	2625/9370/274/5105/7852/9444/6659/5584/1003/5176/6597/2247/7122/4602/4915/2335/2353/6790/4192	19
GO:0061008	hepaticobiliary system development	10/305	148/18860	0.06756756756756757	4.178112538768277	4.976440268262574	1.506584305538419e-4	0.0038631095683522854	0.0027837648439309683	5105/7049/2146/3725/5111/1050/6790/4192/3184/761	10
GO:0006720	isoprenoid metabolic process	9/305	121/18860	0.0743801652892562	4.599376778214334	5.092435776428447	1.5589606930494114e-4	0.003950950743656407	0.0028470633787860094	5950/4023/125/1645/8644/5919/54884/3156/216	9
GO:0042060	wound healing	19/305	453/18860	0.04194260485651214	2.5935656642420293	4.401556987478895	1.5699142027773803e-4	0.003950950743656407	0.0028470633787860094	51129/5468/3043/857/948/27346/79987/10979/284/3705/928/3479/7450/5321/2247/2335/10398/667/2876	19
GO:0060537	muscle tissue development	19/305	453/18860	0.04194260485651214	2.5935656642420293	4.401556987478895	1.5699142027773803e-4	0.003950950743656407	0.0028470633787860094	5950/8736/6285/857/858/1525/7049/4223/1756/9456/1301/4487/3479/1901/6445/2247/983/2353/2876	19
GO:0050678	regulation of epithelial cell proliferation	18/305	416/18860	0.04326923076923077	2.6755989911727616	4.430655357302282	1.5923448929128835e-4	0.003982816029696826	0.0028700255706295497	4070/5468/3952/2625/28984/857/858/1028/7049/3725/3479/64102/5176/2247/1956/1910/4192/2876	18
GO:0045600	positive regulation of fat cell differentiation	7/305	72/18860	0.09722222222222222	6.01183970856102	5.4626316386356315	1.618609437631234e-4	0.004023823583672281	0.0028995756998900987	5468/4023/10974/5919/1040/1050/7030	7
GO:0060759	regulation of response to cytokine stimulus	12/305	210/18860	0.05714285714285714	3.533489461358314	4.733344366296003	1.6672809380942577e-4	0.004119699627036539	0.002968664177493508	100133941/5468/9370/857/6586/7852/284/7837/9314/64135/5781/11213	12
GO:0044320	cellular response to leptin stimulus	4/305	18/18860	0.2222222222222222	13.741347905282332	6.933729546570541	1.7156396529618658e-4	0.004213652328388872	0.003036366690815832	3952/55022/7357/761	4
GO:0071560	cellular response to transforming growth factor beta stimulus	15/305	311/18860	0.04823151125401929	2.9824468926255863	4.51960287682118	1.7578123532069237e-4	0.004285300438718047	0.003087996469143221	5468/28984/857/5138/858/1028/7049/10979/1149/3725/81031/1003/7122/28996/2353	15
GO:0072577	endothelial cell apoptotic process	7/305	73/18860	0.0958904109589041	5.929485739950595	5.41019722852699	1.765833882032455e-4	0.004285300438718047	0.003087996469143221	51129/2625/28984/8644/284/5584/1003	7
GO:0072657	protein localization to membrane	19/305	458/18860	0.04148471615720524	2.5652516286061995	4.347735954234293	1.8062435914643584e-4	0.004357429066508988	0.0031399725093597163	100133941/10580/999/3875/9370/857/948/91851/481/9053/10979/6711/9270/55022/10551/288/23433/5584/1956	19
GO:0043114	regulation of vascular permeability	6/305	52/18860	0.11538461538461539	7.1349306431273645	5.679613615497012	1.8548014584467566e-4	0.0044482503212278975	0.0032054184956810507	5138/9590/10979/284/1003/7122	6
GO:0051492	regulation of stress fiber assembly	8/305	98/18860	0.08163265306122448	5.047842087654733	5.150813251196527	1.9043254771186513e-4	0.004540312848077627	0.003271758945298957	4070/28984/10979/9270/10395/1901/11346/22998	8
GO:1901379	regulation of potassium ion transmembrane transport	7/305	74/18860	0.0945945945945946	5.849357554275588	5.358727564818977	1.9236981966982782e-4	0.004559835783685395	0.0032858272135770465	2273/274/857/7881/481/3790/288	7
GO:0000082	G1/S transition of mitotic cell cycle	13/305	246/18860	0.052845528455284556	3.26775956284153	4.5901140478741205	1.954237761598271e-4	0.004598507831909722	0.0033136943725030096	2273/4582/1031/28984/6241/2146/1871/9314/6597/983/4602/1956/9510	13
GO:0044772	mitotic cell cycle phase transition	19/305	461/18860	0.04121475054229935	2.548558017140216	4.31578304517547	1.962571407290389e-4	0.004598507831909722	0.0033136943725030096	2273/4582/1031/28984/1028/1112/9833/6241/2146/1871/9314/6597/10403/983/4602/1956/9510/1843/6790	19
GO:0034614	cellular response to reactive oxygen species	10/305	153/18860	0.06535947712418301	4.041572913318333	4.843068869015072	1.9773698591870982e-4	0.004606706809089028	0.0033196025726262798	948/2146/847/9314/5111/983/4602/2353/10365/761	10
GO:0001932	regulation of protein phosphorylation	17/305	387/18860	0.04392764857881137	2.7163129580209255	4.37383121147075	2.023110714584084e-4	0.004686489990545063	0.0033770945002417336	3952/9370/5919/1028/23531/284/9270/2146/23328/3479/1464/4057/2247/1956/2335/1843/22998	17
GO:0007044	cell-substrate junction assembly	8/305	99/18860	0.08080808080808081	4.99685378373903	5.1119504667056965	2.043121302946641e-4	0.004706104831702518	0.0033912289958513676	10580/7145/10979/9270/10395/2335/22998/667	8
GO:0042593	glucose homeostasis	14/305	281/18860	0.0498220640569395	3.080800420045505	4.505585028611706	2.0639830763593566e-4	0.004727448877706234	0.0034066095600940056	5950/5468/3952/9370/5105/6659/2308/3479/2171/5176/1050/6597/5781/2876	14
GO:0016054	organic acid catabolic process	13/305	248/18860	0.05241935483870968	3.2414066631411953	4.555423393675086	2.1153884824825331e-4	0.004791354912822937	0.0034526603828121346	32/3952/9370/5105/33/10003/2109/10840/2184/7263/10449/3176/18	13
GO:0046395	carboxylic acid catabolic process	13/305	248/18860	0.05241935483870968	3.2414066631411953	4.555423393675086	2.1153884824825331e-4	0.004791354912822937	0.0034526603828121346	32/3952/9370/5105/33/10003/2109/10840/2184/7263/10449/3176/18	13
GO:0033500	carbohydrate homeostasis	14/305	282/18860	0.04964539007092199	3.0698755958609465	4.4900180786042	2.1407970667767e-4	0.004822115823894257	0.0034748267597404883	5950/5468/3952/9370/5105/6659/2308/3479/2171/5176/1050/6597/5781/2876	14
GO:0071559	response to transforming growth factor beta	15/305	318/18860	0.04716981132075472	2.9167955459325707	4.419669901383726	2.2360102120005384e-4	0.005008908590289118	0.003609430018330539	5468/28984/857/5138/858/1028/7049/10979/1149/3725/81031/1003/7122/28996/2353	15
GO:1901990	regulation of mitotic cell cycle phase transition	16/305	357/18860	0.04481792717086835	2.771364283418285	4.3321121170814925	2.4790033696022595e-4	0.00552289439227782	0.003979809263479957	2273/4582/1031/28984/1028/1112/6241/2146/9314/6597/10403/983/1956/9510/1843/6790	16
GO:0010596	negative regulation of endothelial cell migration	8/305	102/18860	0.0784313725490196	4.849887495981999	4.99843016916849	2.5101580564851345e-4	0.005561909997983638	0.004007923990646459	5468/28984/4223/9270/9314/5176/2247/1634	8
GO:0031100	animal organ regeneration	6/305	55/18860	0.10909090909090909	6.74575260804769	5.471046038038711	2.536191663987449e-4	0.005589218061663151	0.004027602238514349	7049/2146/5111/1050/6790/761	6
GO:1904375	regulation of protein localization to cell periphery	10/305	158/18860	0.06329113924050633	3.9136750363145887	4.715246493522113	2.566073012213021e-4	0.0056246664896733795	0.0040531464499640865	10580/948/6711/2037/55022/10551/23433/5584/1956/2770	10
GO:0090201	negative regulation of release of cytochrome c from mitochondria	4/305	20/18860	0.2	12.3672131147541	6.520896715943837	2.6479947307886777e-4	0.005773194929104513	0.004160176354422291	1191/3479/2537/2876	4
GO:1903828	negative regulation of protein localization	12/305	222/18860	0.05405405405405406	3.3424900310146213	4.501252291194653	2.78508920739159e-4	0.006008854066437465	0.004329992822231765	9370/948/284/55022/23433/3418/2308/3156/5781/2770/11142/80223	12
GO:0043410	positive regulation of MAPK cascade	19/305	474/18860	0.04008438818565401	2.478660856332573	4.180159851616882	2.785561487752467e-4	0.006008854066437465	0.004329992822231765	3952/858/948/2690/9590/10979/284/3489/2146/23328/3725/3479/1464/2247/28996/4915/1956/5781/3672	19
GO:0034764	positive regulation of transmembrane transport	11/305	191/18860	0.05759162303664921	3.5612393785941117	4.561262817355163	2.8985285643652023e-4	0.0062196320825878585	0.004481879902018437	10580/2273/9370/857/481/2180/5349/23433/5584/3479/5781	11
GO:0007179	transforming growth factor beta receptor signaling pathway	13/305	258/18860	0.050387596899224806	3.1157707459651798	4.3870987643175585	3.103243832222969e-4	0.00662404455705395	0.004773300377919155	5468/28984/858/1028/7049/10979/1149/3725/81031/1003/7122/28996/2353	13
GO:0006809	nitric oxide biosynthetic process	7/305	80/18860	0.0875	5.410655737704918	5.068496273083413	3.127184560794107e-4	0.006640380965811237	0.004785072428276509	3043/857/948/1191/3479/9314/10365	7
GO:0010811	positive regulation of cell-substrate adhesion	9/305	133/18860	0.06766917293233082	4.184395414766424	4.724952813662485	3.1732682313551883e-4	0.006703323616183991	0.0048304290339309134	948/10979/9270/10551/8613/2335/4811/4192/2199	9
GO:0031643	positive regulation of myelination	4/305	21/18860	0.19047619047619047	11.778298204527712	6.335920072490499	3.2296183530852057e-4	0.0067688834766193	0.004877671606636579	6285/10810/9444/3479	4
GO:0042692	muscle cell differentiation	18/305	441/18860	0.04081632653061224	2.5239210438273667	4.15171475628348	3.237508653276339e-4	0.0067688834766193	0.004877671606636579	3880/8736/6382/274/858/1525/9444/2146/928/1756/9456/4487/3479/983/4811/1910/10398/2876	18
GO:0006721	terpenoid metabolic process	8/305	106/18860	0.07547169811320754	4.666872873492113	4.853785736298499	3.265387617688231e-4	0.00678194831599452	0.004887086157246867	5950/4023/125/1645/8644/5919/54884/216	8
GO:0002064	epithelial cell development	12/305	226/18860	0.05309734513274336	3.283330915421442	4.4274004152866295	3.27702678011018e-4	0.00678194831599452	0.004887086157246867	9370/5138/57111/10653/2034/64102/1003/1050/7122/1910/7431/2876	12
GO:0055088	lipid homeostasis	11/305	194/18860	0.05670103092783505	3.506168666553997	4.498464532637393	3.312307723268702e-4	0.006820342721094191	0.004914753245955847	100133941/51129/32/5468/4023/2167/1645/857/27346/84263/1050	11
GO:0097237	cellular response to toxic substance	9/305	134/18860	0.06716417910447761	4.153168583312944	4.696300207203921	3.354386340380867e-4	0.006869643665739009	0.004950279609898293	3043/2878/948/847/7837/217/2879/216/2876	9
GO:0010639	negative regulation of organelle organization	16/305	367/18860	0.043596730245231606	2.695850270246125	4.206255242277619	3.369950289791027e-4	0.006869643665739009	0.004950279609898293	4070/5468/6711/3985/10395/2288/1191/3479/1901/1003/10449/23329/10403/1843/2537/2876	16
GO:0001837	epithelial to mesenchymal transition	11/305	195/18860	0.05641025641025641	3.488188314417823	4.477806529193115	3.460828188787716e-4	0.007000630441336053	0.005044668954667111	2625/28984/9444/7049/10979/2146/4487/3479/6275/4192/3182	11
GO:0031646	positive regulation of nervous system process	5/305	38/18860	0.13157894736842105	8.13632441760138	5.645628141207144	3.4685488083146496e-4	0.007000630441336053	0.005044668954667111	6285/10810/9444/3479/18	5
GO:2001233	regulation of apoptotic signaling pathway	17/305	406/18860	0.04187192118226601	2.5891948639263505	4.15024449363497	3.5305118333295516e-4	0.007090589529302749	0.005109493661821508	5468/4582/50486/857/5519/1191/4487/10625/3479/9314/10449/2247/138151/2537/9774/761/2876	17
GO:0009612	response to mechanical stimulus	12/305	228/18860	0.05263157894736842	3.2545297670405517	4.39109092585681	3.549409477815952e-4	0.007093599235811586	0.005111662462633808	5138/2354/1756/477/1301/3725/6507/2247/5781/2353/10628/4192	12
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	18/305	446/18860	0.04035874439461883	2.495625964860692	4.098218662345496	3.7035933283290784e-4	0.007365634146145196	0.005307691388634894	5468/28984/857/858/1028/91851/7049/10979/6711/1149/3725/81031/4487/1003/7122/28996/11030/2353	18
GO:0098754	detoxification	10/305	166/18860	0.060240963855421686	3.725064191190994	4.5212490689549085	3.8099447174881986e-4	0.007482064844253768	0.005391591593486507	3043/2878/948/4501/847/7837/217/2879/216/2876	10
GO:0010810	regulation of cell-substrate adhesion	12/305	230/18860	0.05217391304347826	3.226229508196721	4.355180871797146	3.840723171018652e-4	0.007482064844253768	0.005391591593486507	4070/948/10979/9270/10551/10395/8613/2335/4811/22998/4192/2199	12
GO:0034599	cellular response to oxidative stress	13/305	264/18860	0.04924242424242424	3.044957774465971	4.289980421081946	3.8670092970215973e-4	0.007482064844253768	0.005391591593486507	948/2146/847/2308/4891/9314/5111/983/4602/2353/10365/761/2876	13
GO:0043523	regulation of neuron apoptotic process	13/305	264/18860	0.04924242424242424	3.044957774465971	4.289980421081946	3.8670092970215973e-4	0.007482064844253768	0.005391591593486507	2625/7020/284/3725/1191/5584/2247/4602/28996/4915/27324/3672/4192	13
GO:0062197	cellular response to chemical stress	15/305	335/18860	0.04477611940298507	2.768779055541962	4.187893731144204	3.889203924031116e-4	0.007482064844253768	0.005391591593486507	857/948/2146/847/5584/2308/4891/9314/5111/983/4602/2353/10365/761/2876	15
GO:0044321	response to leptin	4/305	22/18860	0.18181818181818182	11.242921013412817	6.1630620245600385	3.8973375435140303e-4	0.007482064844253768	0.005391591593486507	3952/55022/7357/761	4
GO:0071404	cellular response to low-density lipoprotein particle stimulus	5/305	39/18860	0.1282051282051282	7.92770071458596	5.552375690227299	3.9264978336427803e-4	0.007482064844253768	0.005391591593486507	5468/4023/948/928/10628	5
GO:0048709	oligodendrocyte differentiation	8/305	109/18860	0.07339449541284404	4.538426831102421	4.74996076327947	3.945655976243709e-4	0.007482064844253768	0.005391591593486507	1031/10810/7852/9444/928/1191/4915/4192	8
GO:0110020	regulation of actomyosin structure organization	8/305	109/18860	0.07339449541284404	4.538426831102421	4.74996076327947	3.945655976243709e-4	0.007482064844253768	0.005391591593486507	4070/28984/10979/9270/10395/1901/11346/22998	8
GO:0150115	cell-substrate junction organization	8/305	109/18860	0.07339449541284404	4.538426831102421	4.74996076327947	3.945655976243709e-4	0.007482064844253768	0.005391591593486507	10580/7145/10979/9270/10395/2335/22998/667	8
GO:0062013	positive regulation of small molecule metabolic process	10/305	167/18860	0.059880239520958084	3.7027584175910477	4.497847554198038	3.995818612045258e-4	0.007542107630235425	0.0054348585507886515	10580/5468/2819/9370/5105/9444/55022/2308/3479/2770	10
GO:0035270	endocrine system development	9/305	138/18860	0.06521739130434782	4.032786885245901	4.584416708746841	4.1664547348558754e-4	0.007827942835948112	0.00564083199853638	999/2625/1028/6659/4487/2247/28996/3110/4192	9
GO:0014013	regulation of gliogenesis	8/305	110/18860	0.07272727272727272	4.497168405365127	4.7161870702270825	4.1964587226282074e-4	0.007848147803740919	0.005655391740635116	274/7852/9444/2146/3418/5584/4602/4192	8
GO:0048511	rhythmic process	14/305	302/18860	0.046357615894039736	2.8665725762675063	4.192388661506609	4.2849425678876974e-4	0.007977036917478603	0.005748269505875781	5468/3952/9370/6586/2146/3479/5111/5176/983/4915/9510/7153/4192/3184	14
